ticket_id,description,service_category,resolution_steps,resolution_summary,kb_article_id,resolution_template_id,root_cause,tags
INC3800203,"Hi Service Desk, Frequent timeouts while saving/reading records. Started post update. I'm in Chennai. This is impacting 'Web Frontend'. Error seen: 0xCAA20002.. I already tried a different browser, switched networks but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Increased connection pool temporarily; Optimized hot queries and added missing indexes; Adjusted timeouts and enabled backoff; Load-tested critical paths; Finalized pool sizing and documented changes,Optimized queries and pool settings; timeouts eliminated.,KB0001502,RES-TPL-005,Vendor Issue,nan
INC3800032,"Hi Team, Something isn't working as expected and I'm blocked. Started from home. I'm while working from home. This is impacting 'Email'. Error seen: ERR_TIMEOUT.. I already restarted my laptop, updated the app but the issue persists. Please help.",Email/Outlook,Measured latency/jitter and packet loss; Failed over to healthy path; Adjusted QoS for critical apps; Opened ISP ticket with traces; Monitored trend for 24 hours,Failed over to healthier path and tuned QoS; latency improved.,KB0001801,RES-TPL-009,Vendor Issue,nan
INC3801319,"Hello IT, VPN connection is blocked due to certificate issues. Started post update. I'm in Delhi. This is impacting 'BluePortal'. Error seen: 0xCAA20002.. I already restarted my laptop, cleared cache but the issue persists. Please help.",Remote Access (VPN),Installed full certificate chain; Reissued gateway cert; Cleared client cache; Retested connection; Enabled auto-renewal,Installed full certificate chain; reissued gateway cert and restored VPN.,KB0001610,RES-TPL-006,Misconfiguration,nan
INC3800813,"Hello Support, Site keeps loading stale pages; cache seems stuck. Started after reboot. I'm in Delhi. This is impacting 'WAN'. Error seen: 0x80070005.. I already updated the app, switched networks but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Cleared cache/cookies; Disabled problematic extensions; Hard-refreshed page; Updated browser; Documented steps for users,Cleared cache/cookies and updated browser; portal loads correctly.,KB0001902,RES-TPL-010,Misconfiguration,sla-response-breach
INC3800997,"Hi Service Desk, App closes unexpectedly after a few seconds of use. Started after password reset. I'm in Pune. This is impacting 'Container Platform'. Error seen: TLS_HANDSHAKE_FAIL.. I already cleared cache, switched networks but the issue persists. Please help.",Database/App Backend,Captured crash logs and minidump; Rolled back problematic plugin; Increased memory limit and retry; Validated stability with soak test; Published fix notes,Rolled back faulty plugin and applied hotfix; app stable.,KB0001411,RES-TPL-004,Capacity Exhaustion,nan
INC3800381,"Hi Service Desk, I can't access the portal/shared drive—permission denied. Started after reboot. I'm in Chennai. This is impacting 'Printing'. Error seen: NDR 5.7.1.. I already tried a different browser, switched networks but the issue persists. Please help.",Identity & Access,Reviewed group membership and ACLs; Synced directory and refreshed tokens; Validated access on the requested resource; Updated access request with approvals; Informed user on least-privilege policy,Updated group membership and synced directory; access granted.,KB0000100,RES-TPL-008,User Error,kb-high-confidence;auto-resolution-candidate
INC3801073,"Hi Team, OneDrive shows sync paused/conflicts and won't upload. Started after reboot. I'm in Noida. This is impacting 'Payments DB'. Error seen: ERR_TIMEOUT.. I already tried a different browser, updated the app but the issue persists. Please help.",Collaboration (SharePoint/Teams/OneDrive),Reset OneDrive; Resolved conflicts; Forced sync; Reauthenticated; Verified status icons,"Reset client, resolved conflicts, forced sync; status icons green.",KB0000987,RES-TPL-002,Vendor Issue,nan
INC3801348,"Hello Support, Portal shows old content or login loops until cache is cleared. Started post update. I'm in Mumbai. This is impacting 'Container Platform'. Error seen: ERR_TIMEOUT.. I already updated the app, cleared cache but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Cleared cache/cookies; Disabled problematic extensions; Hard-refreshed page; Updated browser; Documented steps for users,Cleared cache/cookies and updated browser; portal loads correctly.,KB0001902,RES-TPL-010,Misconfiguration,sla-response-breach
INC3800578,"Hello Support, Outlook won't load my inbox; keeps hanging. Started after password reset. I'm in Pune. This is impacting 'Email'. Error seen: 0xCAA20002.. I already restarted my laptop, tried a different browser but the issue persists. Please help.",Email/Outlook,Started Outlook in safe mode and disabled add-ins; Rebuilt profile and let OST resync; Repaired Office and updated to latest build; Reset Windows Search index; Validated send/receive and calendar sync,Rebuilt Outlook profile and disabled conflicting add-ins; sync restored.,KB0000987,RES-TPL-002,Software Bug,nan
INC3800887,"Hello IT, I'm facing an issue with the application and need help to resolve it. Started during login. I'm in Hyderabad. This is impacting 'Container Platform'. Error seen: 0xCAA20002.. I already restarted my laptop, cleared cache but the issue persists. Please help.",Remote Access (VPN),Checked VPN gateway health and authentication logs; Forced sign-out of stale sessions; Switched network and retried connection; Adjusted split-tunnel/DNS settings; Tested on wired and mobile hotspot,"Updated VPN client, adjusted DNS/split-tunnel, connection restored.",KB0001245,RES-TPL-001,Network Flap,kb-high-confidence
INC3801325,"Hello IT, Upgrade didn't go through properly; the app won't launch post‑update. Started on office Wi-fi. I'm on office Wi‑Fi. This is impacting 'Container Platform'. Error seen: TLS_HANDSHAKE_FAIL.. I already restarted my laptop, switched networks but the issue persists. Please help.",Database/App Backend,Captured installer logs; Rolled back to previous version; Applied hotfix; Retested core functions; Scheduled planned upgrade,"Rolled back upgrade, applied hotfix, retested; upgrade rescheduled.",KB0001411,RES-TPL-004,Software Bug,nan
INC3801326,"Hello Support, Internal app shows blank page/503 intermittently. Started after password reset. I'm in Bengaluru. This is impacting 'WAN'. Error seen: TLS_HANDSHAKE_FAIL.. I already signed out and back in, tried a different browser but the issue persists. Please help.",Browser/Portal (Cache/Compat/TLS),Validated maintenance window and comms; Performed smoke tests post-change; Restored service and updated status page; Monitored KPIs for 60 minutes; Closed with change reference,Completed post-change validation and restored service availability.,KB0001902,RES-TPL-010,Scheduled Change,nan
INC3800941,"Hi Team, Sync keeps failing with conflicts; changes aren't appearing. Started after reboot. I'm in Pune. This is impacting 'Container Platform'. Error seen: 0xCAA20002.. I already signed out and back in, restarted my laptop but the issue persists. Please help.",Collaboration (SharePoint/Teams/OneDrive),Reset OneDrive/Sync client; Resolved file lock conflicts; Reauthenticated and forced sync; Verified version history restoration; Confirmed green check marks,Reset client and resolved conflicts; files syncing normally.,KB0000987,RES-TPL-002,Vendor Issue,kb-high-confidence
INC3800163,"Hello IT, Portal misbehaves on my browser; works on another (compatibility issue). Started today. I'm in Mumbai. This is impacting 'Remote Access'. Error seen: TLS_HANDSHAKE_FAIL.. I already switched networks, signed out and back in but the issue persists. Please help.",Remote Access (VPN),Cleared cache/cookies and disabled extensions; Switched to supported browser version; Applied site compatibility mode; Retested login and form submission; Updated user documentation,Applied compatibility mode and updated browser; portal functional.,KB0001902,RES-TPL-010,Misconfiguration,kb-high-confidence
INC3800909,"Hello IT, DB operations hang and the app becomes unusable. Started on office Wi-fi. I'm on office Wi‑Fi. This is impacting 'WAN'. Error seen: 0x80070005.. I already restarted my laptop, cleared cache but the issue persists. Please help.",Database/App Backend,Increased connection pool temporarily; Optimized hot queries and added missing indexes; Adjusted timeouts and enabled backoff; Load-tested critical paths; Finalized pool sizing and documented changes,Optimized queries and pool settings; timeouts eliminated.,KB0001502,RES-TPL-005,Vendor Issue,sla-response-breach
INC3800297,"Hi Team, Outlook freezes/crashes or search results are incomplete. Started on office Wi-fi. I'm on office Wi‑Fi. This is impacting 'WAN'. Error seen: 0x80070005.. I already restarted my laptop, cleared cache but the issue persists. Please help.",Email/Outlook,Started Outlook in safe mode and disabled add-ins; Rebuilt profile and let OST resync; Repaired Office and updated to latest build; Reset Windows Search index; Validated send/receive and calendar sync,Rebuilt Outlook profile and disabled conflicting add-ins; sync restored.,KB0000987,RES-TPL-002,Misconfiguration,sla-response-breach
INC3800755,"Hi Service Desk, Getting errors and unable to proceed with my work. Started today. I'm in Noida. This is impacting 'Payments DB'. Error seen: 0x80070005.. I already updated the app, cleared cache but the issue persists. Please help.",Database/App Backend,Cleared Office cache and refreshed sign-in tokens; Checked service health dashboard; Repaired Office installation; Validated OneDrive/Teams connectivity; Synced licenses and reactivated apps,"Cleared Office cache, repaired apps, and validated service health.",KB0000987,RES-TPL-002,Misconfiguration,reopened
INC3800405,"Hello Support, Post upgrade, the app crashes and needs a rollback. Started during login. I'm in Noida. This is impacting 'Printing'. Error seen: ERR_TIMEOUT.. I already restarted my laptop, tried a different browser but the issue persists. Please help.",Printing,Captured installer logs; Rolled back to previous version; Applied hotfix; Retested core functions; Scheduled planned upgrade,"Rolled back upgrade, applied hotfix, retested; upgrade rescheduled.",KB0001411,RES-TPL-004,Software Bug,sla-response-breach
INC3800968,"Hi Service Desk, Outlook crashes when opening calendar/searching. Started this afternoon. I'm in Hyderabad. This is impacting 'Identity'. Error seen: AUTH_FAIL.. I already signed out and back in, cleared cache but the issue persists. Please help.",Identity & Access,Started Outlook in safe mode and disabled add-ins; Rebuilt profile and let OST resync; Repaired Office and updated to latest build; Reset Windows Search index; Validated send/receive and calendar sync,Rebuilt Outlook profile and disabled conflicting add-ins; sync restored.,KB0000987,RES-TPL-002,Known Error,nan
